item_url,title,picture,maker,price,point,stock,ratings,terms,spec_list,model_date,memory,hdd,ssd,emmc,intel_cpu,amd_cpu,float_inch,int_inch,new_maker,new_price,new_point,new_ratings,string_len,words_len
https://www.biccamera.com/bc/item/7054508/,【アウトレット品】 15.6型ノートPC [AMD Eシリーズ・SSD 128GB・メモリ 4GB] 6MF69PA#ABJ 【数量限定品】,https://image.biccamera.com/img/00000007054508_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,HP　ヒューレット・パッカード,"36,280円（税込）","362ポイント
",在庫あり,"(1)
                  ",2019年11月4日月曜日にお届け,"['メモリ4GB', 'SSD128GB', 'AMDEシリーズ', '15.6型']",,4,0,128,0,0,AMDEシリーズ,15.6,15.0,HP,36280,362,1,70,8
https://www.biccamera.com/bc/item/6340285/,ideapad S130 ノートパソコン ホワイト 81J1006GJP [11.6型 /intel Celeron /SSD：128GB /メモリ：4GB /2019年モデル],https://image.biccamera.com/img/00000006340285_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,レノボジャパン　Lenovo,"48,380円（税込）","4,838ポイント
              （10％）",在庫あり,"(2)
                  ",2019年11月4日月曜日にお届け,"['SSD128GB', '11.6型', '2019年モデル', 'intelCeleron', 'メモリ4GB']",2019年モデル,4,0,128,0,celeron,,11.6,11.0,Lenovo,48380,4838,2,89,11
https://www.biccamera.com/bc/item/6948237/,MacBook Air 13インチRetinaディスプレイ [2019年 /SSD 128GB/メモリ 8GB/1.6GHzデュアルコアIntel Core i5]スペースグレイ MVFH2J/A,https://image.biccamera.com/img/00000006948237_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,アップル　Apple,"131,770円（税込）","13,177ポイント
              （10％）",在庫あり,"(16)
                  ",2019年11月4日月曜日にお届け,"['1.6GHzデュアルコアIntelCorei5', 'SSD128GB', '2019年', '13インチ', 'メモリ8GB']",2019年,8,0,128,0,corei5,,13.0,13.0,Apple,131770,13177,16,98,10
https://www.biccamera.com/bc/item/7287904/,SurfaceLaptop3 [13.5型 /SSD 128GB /メモリ 8GB /Intel Core i5 /プラチナ/2019年] VGY-00018 ノートパソコン サーフェスラップトップ3,https://image.biccamera.com/img/00000007287904_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,マイクロソフト　Microsoft,"139,480円（税込）","1,394ポイント
",在庫あり,0,2019年11月4日月曜日にお届け,"['SSD128GB', 'IntelCorei5', '2019年', '13.5型', 'プラチナ', 'メモリ8GB']",2019年,8,0,128,0,corei5,,13.5,13.0,Microsoft,139480,1394,0,100,13
https://www.biccamera.com/bc/item/6164675/,ideapad 330 A9 ノートパソコン オニキスブラック 81D600JAJP,https://image.biccamera.com/img/00000006164675_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,レノボジャパン　Lenovo,"76,780円（税込）","7,678ポイント
              （10％）",在庫あり,"(6)
                  ",2019年11月4日月曜日にお届け,[],,0,0,0,0,0,,,0.0,Lenovo,76780,7678,6,42,6
https://www.biccamera.com/bc/item/6659042/,dynabook T4 ノートパソコン サテンゴールド P1T4KPBG [15.6型 /intel Celeron /HDD：1TB /メモリ：4GB /2019年4月モデル],https://image.biccamera.com/img/00000006659042_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,dynabook　ダイナブック,"93,500円（税込）","9,350ポイント
              （10％）",在庫あり,"(1)
                  ",2019年11月4日月曜日にお届け,"['HDD1TB', '15.6型', '2019年4月モデル', 'intelCeleron', 'メモリ4GB']",2019年4月モデル,4,1000,0,0,celeron,,15.6,15.0,dynabook,93500,9350,1,89,11
https://www.biccamera.com/bc/item/6280254/,Surface Pro 6[12.3型 /SSD：256GB /メモリ：8GB /IntelCore i7/ブラック/2019年1月モデル]KJU-00028 Windowsタブレット サーフェスプロ6,https://image.biccamera.com/img/00000006280254_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,マイクロソフト　Microsoft,"149,160円（税込）","14,916ポイント
              （10％）",在庫あり,"(4)
                  ",2019年11月4日月曜日にお届け,"['SSD256GB', '2019年1月モデル', 'ブラック', '12.3型', 'IntelCorei7', 'メモリ8GB']",2019年1月モデル,8,0,256,0,corei7,,12.3,12.0,Microsoft,149160,14916,4,101,9
https://www.biccamera.com/bc/item/5265558/,LIFEBOOK（ライフブック） ノートパソコン アーバンホワイト FMVL35C2W [14.0型 /intel Celeron /SSD：128GB /メモリ：4GB /2018年6月モデル],https://image.biccamera.com/img/00000005265558_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,富士通　FUJITSU,"50,380円（税込）","5,038ポイント
              （10％）",在庫あり,"(7)
                  ",2019年11月4日月曜日にお届け,"['SSD128GB', '2018年6月モデル', 'intelCeleron', 'メモリ4GB', '14.0型']",2018年6月モデル,4,0,128,0,celeron,,14.0,14.0,FUJITSU,50380,5038,7,98,10
https://www.biccamera.com/bc/item/6280281/,SurfaceGo [10.0型 /eMMC 64GB /メモリ 4GB /Intel Pentium /シルバー/2019年] MHN-00017 Windowsタブレット サーフェスゴー,https://image.biccamera.com/img/00000006280281_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,マイクロソフト　Microsoft,"63,500円（税込）","6,350ポイント
              （10％）",在庫あり,"(23)
                  ",2019年11月4日月曜日にお届け,"['IntelPentium', '10.0型', 'シルバー', 'eMMC64GB', '2019年', 'メモリ4GB']",2019年,4,0,0,64,pentium,,10.0,10.0,Microsoft,63500,6350,23,95,12
https://www.biccamera.com/bc/item/6948233/,MacBookPro 13インチ Touch Bar搭載モデル[2019年/SSD 128GB/メモリ 8GB/1.4GHzクアッドコアIntel  Core i5]スペースグレイ MUHN2J/A,https://image.biccamera.com/img/00000006948233_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,アップル　Apple,"153,770円（税込）","15,377ポイント
              （10％）",在庫あり,"(13)
                  ",2019年11月4日月曜日にお届け,"['SSD128GB', '1.4GHzクアッドコアIntelCorei5', '2019年', '13インチ', 'メモリ8GB']",2019年,8,0,128,0,corei5,,13.0,13.0,Apple,153770,15377,13,99,9
https://www.biccamera.com/bc/item/5739373/,HP 15-da0089TU-OHB 4QM57PA-AAAB ピュアホワイト [intel Core i3 /メモリ：8GB],https://image.biccamera.com/img/00000005739373_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,HP　ヒューレット・パッカード,"101,230円（税込）","10,123ポイント
              （10％）",在庫あり,"(3)
                  ",2019年11月4日月曜日にお届け,"['intelCorei3', 'メモリ8GB']",,8,0,0,0,corei3,,,0.0,HP,101230,10123,3,64,8
https://www.biccamera.com/bc/item/3772290/,Chromebook Flip ノートパソコン シルバー C101PA-OP1 [10.1型 /eMMC：16GB /メモリ：4GB /2017年10月モデル],https://image.biccamera.com/img/00000003772290_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,ASUS　エイスース,"36,260円（税込）","3,626ポイント
              （10％）",在庫あり,"(9)
                  ",2019年11月4日月曜日にお届け,"['eMMC16GB', '10.1型', 'メモリ4GB', '2017年10月モデル']",2017年10月モデル,4,0,0,16,0,,10.1,10.0,ASUS,36260,3626,9,80,9
https://www.biccamera.com/bc/item/6984493/,LAVIE Note Standard ノートパソコン カームホワイト PC-NS70CMAW [15.6型 /intel Core i7 /SSD：256GB /メモリ：4GB /2019年8月モデル],https://image.biccamera.com/img/00000006984493_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,NEC　エヌイーシー,"119,800円（税込）","11,980ポイント
              （10％）",在庫あり,0,2019年11月4日月曜日にお届け,"['SSD256GB', '15.6型', 'メモリ4GB', 'intelCorei7', '2019年8月モデル']",2019年8月モデル,4,0,256,0,corei7,,15.6,15.0,NEC,119800,11980,0,102,13
https://www.biccamera.com/bc/item/5302174/,ノートパソコン ﾊﾟｰﾙﾎﾜｲﾄ E203MA-4000W [11.6型 /intel Celeron /eMMC：64GB /メモリ：4GB /2018年6月モデル],https://image.biccamera.com/img/00000005302174_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,ASUS　エイスース,"33,790円（税込）","3,379ポイント
              （10％）",在庫あり,"(29)
                  ",2019年11月4日月曜日にお届け,"['eMMC64GB', '11.6型', '2018年6月モデル', 'intelCeleron', 'メモリ4GB']",2018年6月モデル,4,0,0,64,celeron,,11.6,11.0,ASUS,33790,3379,29,84,9
https://www.biccamera.com/bc/item/7287912/,SurfaceLaptop3 [13.5型 /SSD 256GB /メモリ 8GB /Intel Core i5 /ブラック/2019年] V4C-00039 ノートパソコン サーフェスラップトップ3,https://image.biccamera.com/img/00000007287912_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,マイクロソフト　Microsoft,"161,480円（税込）","1,614ポイント
",在庫あり,0,2019年11月4日月曜日にお届け,"['SSD256GB', 'IntelCorei5', 'ブラック', '2019年', '13.5型', 'メモリ8GB']",2019年,8,0,256,0,corei5,,13.5,13.0,Microsoft,161480,1614,0,100,13
https://www.biccamera.com/bc/item/6329381/,Let’s note（レッツノート） LVシリーズ ノートパソコン シルバー CF-LV7CDGQR [14.0型 /intel Core i5 /SSD：256GB /メモリ：8GB /2019年春モデル],https://image.biccamera.com/img/00000006329381_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,パナソニック　Panasonic,"235,180円（税込）","2,351ポイント
",在庫あり,"(2)
                  ",no ship info,"['SSD256GB', '2019年春モデル', 'メモリ8GB', 'intelCorei5', '14.0型']",2019年春モデル,8,0,256,0,corei5,,14.0,14.0,Panasonic,235180,2351,2,104,13
https://www.biccamera.com/bc/item/4324367/,S11 ノートパソコン ピンク VJS11290811P [11.6型 /intel Core i3 /SSD：128GB /メモリ：4GB /2018年1月モデル],https://image.biccamera.com/img/00000004324367_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,VAIO　バイオ,"129,580円（税込）","1,295ポイント
",在庫あり,"(1)
                  ",2019年11月4日月曜日にお届け,"['SSD128GB', '11.6型', 'intelCorei3', '2018年1月モデル', 'メモリ4GB']",2018年1月モデル,4,0,128,0,corei3,,11.6,11.0,VAIO,129580,1295,1,83,11
https://www.biccamera.com/bc/item/3668929/,MacBook 12インチ[2017年/SSD 256GB/メモリ 8GB/1.2GHzデュアルコアCore m3]スペースグレイ MNYF2J/A,https://image.biccamera.com/img/00000003668929_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,アップル　Apple,"129,800円（税込）","12,980ポイント
              （10％）",在庫あり,"(24)
                  ",2019年11月4日月曜日にお届け,"['2017年', '12インチ', 'SSD256GB', '1.2GHzデュアルコアCorem3', 'メモリ8GB']",2017年,8,0,256,0,corem3,,12.0,12.0,Apple,129800,12980,24,74,6
https://www.biccamera.com/bc/item/6037628/,Inspiron 13 7000 2-in-1 ノートパソコン シルバー MI53CP-8WHB [13.3型 /intel Core i5 /SSD：256GB /メモリ：8GB /2018年11月モデル],https://image.biccamera.com/img/00000006037628_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,DELL　デル,"134,380円（税込）","13,438ポイント
              （10％）",在庫あり,"(1)
                  ",no ship info,"['13.3型', 'SSD256GB', '2018年11月モデル', 'メモリ8GB', 'intelCorei5']",2018年11月モデル,8,0,256,0,corei5,,13.3,13.0,DELL,134380,13438,1,104,14
https://www.biccamera.com/bc/item/6948234/,MacBookPro 13インチ Touch Bar搭載モデル[2019年/SSD 256GB/メモリ 8GB/1.4GHzクアッドコアIntel  Core i5]スペースグレイ MUHP2J/A,https://image.biccamera.com/img/00000006948234_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,アップル　Apple,"175,770円（税込）","17,577ポイント
              （10％）",在庫あり,"(29)
                  ",2019年11月4日月曜日にお届け,"['SSD256GB', '1.4GHzクアッドコアIntelCorei5', '2019年', '13インチ', 'メモリ8GB']",2019年,8,0,256,0,corei5,,13.0,13.0,Apple,175770,17577,29,99,9
https://www.biccamera.com/bc/item/6948238/,MacBook Air 13インチRetinaディスプレイ [2019年 /SSD 256GB/メモリ 8GB/1.6GHzデュアルコアIntel Core i5]スペースグレイ MVFJ2J/A,https://image.biccamera.com/img/00000006948238_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,アップル　Apple,"153,770円（税込）","15,377ポイント
              （10％）",在庫あり,"(19)
                  ",2019年11月4日月曜日にお届け,"['SSD256GB', '1.6GHzデュアルコアIntelCorei5', '2019年', '13インチ', 'メモリ8GB']",2019年,8,0,256,0,corei5,,13.0,13.0,Apple,153770,15377,19,98,10
https://www.biccamera.com/bc/item/6316794/,dynabook （ダイナブック） ノートパソコン オニキスブルー P1G6JPBL [13.3型 /intel Core i5 /SSD：256GB /メモリ：4GB /2019年1月モデル],https://image.biccamera.com/img/00000006316794_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,dynabook　ダイナブック,"170,000円（税込）","17,000ポイント
              （10％）",在庫あり,"(2)
                  ",2019年11月4日月曜日にお届け,"['13.3型', 'SSD256GB', '2019年1月モデル', 'メモリ4GB', 'intelCorei5']",2019年1月モデル,4,0,256,0,corei5,,13.3,13.0,dynabook,170000,17000,2,97,12
https://www.biccamera.com/bc/item/3548586/,Y4G19PA-AAAA ノートパソコン Stream 11-y004TU アクアブルー [11.6型 /intel Celeron /eMMC：32GB /メモリ：4GB /2016年12月モデル],https://image.biccamera.com/img/00000003548586_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,HP　ヒューレット・パッカード,"30,349円（税込）","303ポイント
",在庫あり,"(6)
                  ",2019年11月4日月曜日にお届け,"['2016年12月モデル', '11.6型', 'intelCeleron', 'eMMC32GB', 'メモリ4GB']",2016年12月モデル,4,0,0,32,celeron,,11.6,11.0,HP,30349,303,6,100,11
https://www.biccamera.com/bc/item/7237834/,HP Chromebook x360 14-da0009TU ノートパソコン 8EC15PA-AAAA [14.0型 /intel Core i5 /eMMC：64GB /メモリ：8GB /2019年10月モデル],https://image.biccamera.com/img/00000007237834_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,HP　ヒューレット・パッカード,"85,500円（税込）","8,550ポイント
              （10％）",在庫あり,0,2019年11月4日月曜日にお届け,"['2019年10月モデル', 'eMMC64GB', 'メモリ8GB', 'intelCorei5', '14.0型']",2019年10月モデル,8,0,0,64,corei5,,14.0,14.0,HP,85500,8550,0,107,13
https://www.biccamera.com/bc/item/6280253/,Surface Pro 6[12.3型 /SSD：256GB /メモリ：8GB /IntelCore i7/シルバー/2019年1月モデル]KJU-00027 Windowsタブレット サーフェスプロ6,https://image.biccamera.com/img/00000006280253_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,マイクロソフト　Microsoft,"149,160円（税込）","14,916ポイント
              （10％）",在庫あり,0,2019年11月4日月曜日にお届け,"['SSD256GB', '2019年1月モデル', 'シルバー', '12.3型', 'IntelCorei7', 'メモリ8GB']",2019年1月モデル,8,0,256,0,corei7,,12.3,12.0,Microsoft,149160,14916,0,101,9
https://www.biccamera.com/bc/item/6280268/,Surface Laptop 2[13.5型/SSD：256GB /メモリ：8GB /IntelCore i7/プラチナ/2019年1月モデル]LQQ-00055 ノートパソコン サーフェスラップトップ2,https://image.biccamera.com/img/00000006280268_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,マイクロソフト　Microsoft,"157,410円（税込）","15,741ポイント
              （10％）",在庫あり,"(1)
                  ",no ship info,"['SSD256GB', '2019年1月モデル', 'IntelCorei7', '13.5型', 'プラチナ', 'メモリ8GB']",2019年1月モデル,8,0,256,0,corei7,,13.5,13.0,Microsoft,157410,15741,1,102,8
https://www.biccamera.com/bc/item/6280255/,Surface Pro 6[12.3型 /SSD：512GB /メモリ：16GB/IntelCore i7/シルバー/2019年1月モデル]KJV-00027 Windowsタブレット サーフェスプロ6,https://image.biccamera.com/img/00000006280255_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,マイクロソフト　Microsoft,"185,460円（税込）","18,546ポイント
              （10％）",在庫あり,"(2)
                  ",2019年11月4日月曜日にお届け,"['2019年1月モデル', 'シルバー', 'メモリ16GB', '12.3型', 'IntelCorei7', 'SSD512GB']",2019年1月モデル,16,0,512,0,corei7,,12.3,12.0,Microsoft,185460,18546,2,101,8
https://www.biccamera.com/bc/item/6280274/,Surface Laptop 2[13.5型/SSD：1TB /メモリ：16GB/IntelCore i7/プラチナ/2019年1月モデル]LQU-00025 ノートパソコン サーフェスラップトップ2,https://image.biccamera.com/img/00000006280274_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,マイクロソフト　Microsoft,"260,590円（税込）","26,059ポイント
              （10％）",在庫あり,"(1)
                  ",2019年11月4日月曜日にお届け,"['2019年1月モデル', 'メモリ16GB', 'IntelCorei7', '13.5型', 'SSD1TB', 'プラチナ']",2019年1月モデル,16,0,1000,0,corei7,,13.5,13.0,Microsoft,260590,26059,1,100,7
https://www.biccamera.com/bc/item/6299685/,WiZ ノートパソコン ダークネイビー KIC102HD-DN [10.1型 /intel Atom /eMMC：32GB /メモリ：4GB /2019年1月モデル],https://image.biccamera.com/img/00000006299685_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,KEIAN　恵安,"37,653円（税込）","3,765ポイント
              （10％）",在庫あり,0,2019年11月4日月曜日にお届け,"['2019年1月モデル', 'intelAtom', 'eMMC32GB', '10.1型', 'メモリ4GB']",2019年1月モデル,4,0,0,32,atom,,10.1,10.0,KEIAN,37653,3765,0,83,10
https://www.biccamera.com/bc/item/6280256/,Surface Pro 6[12.3型 /SSD：512GB /メモリ：16GB/IntelCore i7/ブラック/2019年1月モデル]KJV-00028 Windowsタブレット サーフェスプロ6,https://image.biccamera.com/img/00000006280256_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,マイクロソフト　Microsoft,"185,460円（税込）","18,546ポイント
              （10％）",在庫あり,"(7)
                  ",2019年11月4日月曜日にお届け,"['2019年1月モデル', 'ブラック', 'メモリ16GB', '12.3型', 'IntelCorei7', 'SSD512GB']",2019年1月モデル,16,0,512,0,corei7,,12.3,12.0,Microsoft,185460,18546,7,101,8
https://www.biccamera.com/bc/item/6787529/,MacBookPro 13インチ Touch Bar搭載モデル[2019年/SSD 256GB/メモリ 8GB/2.4GHzクアッドコア Core i5]スペースグレイ MV962J/A,https://image.biccamera.com/img/00000006787529_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,アップル　Apple,"218,670円（税込）","21,867ポイント
              （10％）",在庫あり,"(14)
                  ",2019年11月4日月曜日にお届け,"['SSD256GB', '2019年', '13インチ', '2.4GHzクアッドコアCorei5', 'メモリ8GB']",2019年,8,0,256,0,corei5,,13.0,13.0,Apple,218670,21867,14,93,9
https://www.biccamera.com/bc/item/5302173/,ノートパソコン ｽﾀｰｸﾞﾚｰ E203MA-4000G [11.6型 /intel Celeron /eMMC：64GB /メモリ：4GB /2018年6月モデル],https://image.biccamera.com/img/00000005302173_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,ASUS　エイスース,"33,790円（税込）","3,379ポイント
              （10％）",在庫あり,"(31)
                  ",2019年11月4日月曜日にお届け,"['eMMC64GB', '11.6型', '2018年6月モデル', 'intelCeleron', 'メモリ4GB']",2018年6月モデル,4,0,0,64,celeron,,11.6,11.0,ASUS,33790,3379,31,83,9
https://www.biccamera.com/bc/item/5984029/,VivoBook S14 ノートパソコン ガンメタル S430UA-GMBKS [14.0型 /intel Core i3 /HDD：1TB /Optane：16GB /メモリ：4GB /2018年11月モデル],https://image.biccamera.com/img/00000005984029_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,ASUS　エイスース,"75,800円（税込）","7,580ポイント
              （10％）",在庫あり,"(2)
                  ",2019年11月4日月曜日にお届け,"['HDD1TB', '2018年11月モデル', 'intelCorei3', 'Optane16GB', 'メモリ4GB', '14.0型']",2018年11月モデル,4,1000,16,0,corei3,,14.0,14.0,ASUS,75800,7580,2,106,13
https://www.biccamera.com/bc/item/3668924/,MacBook Air 13インチ [Core i5(1.8GHz)／8GB／SSD：256GB] 　MQD42J/A,https://image.biccamera.com/img/00000003668924_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,アップル　Apple,"126,280円（税込）","1,262ポイント
",在庫あり,"(62)
                  ",2019年11月4日月曜日にお届け,"['8GB', 'Corei5(1.8GHz)', 'SSD256GB', '13インチ']",,8,0,256,0,corei5,,13.0,13.0,Apple,126280,1262,62,59,6
https://www.biccamera.com/bc/item/6883567/,A315-53-A24U/KF ノートパソコン オブシディアンブラック [15.6型 /intel Pentium /SSD：256GB /メモリ：4GB /2019年6月モデル],https://image.biccamera.com/img/00000006883567_A01.jpg?sr.dw=320&sr.jqh=60&sr.dh=320&sr.mat=1,ACER　エイサー,"75,380円（税込）","7,538ポイント
              （10％）",在庫あり,"(1)
                  ",2019年11月4日月曜日にお届け,"['SSD256GB', '15.6型', 'intelPentium', '2019年6月モデル', 'メモリ4GB']",2019年6月モデル,4,0,256,0,pentium,,15.6,15.0,ACER,75380,7538,1,90,9
